Time,Time Code,Country Name,Country Code,Adequacy of social insurance programs (% of total welfare of beneficiary households) [per_si_allsi.adq_pop_tot],Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD],"Contraceptive prevalence, any method (% of married women ages 15-49) [SP.DYN.CONU.ZS]",Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],CPIA gender equality rating (1=low to 6=high) [IQ.CPA.GNDR.XQ],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Literacy rate, youth (ages 15-24), gender parity index (GPI) [SE.ADT.1524.LT.FM.ZS]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, tertiary (gross), gender parity index (GPI) [SE.ENR.TERT.FM.ZS]"
2015,YR2015,Portugal,PRT,..,15410.8780126811,..,..,..,1.31,31118.7906703279,6.7,81.1243902439025,..,3.7,0.5,0.966910004615784,1.15038001537323
2015,YR2015,Puerto Rico,PRI,..,..,..,..,..,1.3365,34311.0296279548,..,79.695,..,..,..,..,1.27549004554749
2015,YR2015,Qatar,QAT,..,49756.6650613728,..,..,..,1.864,101971.989607973,..,80.064,..,7.8,0.1,..,1.86222994327545
2015,YR2015,Romania,ROU,..,7210.65443228613,..,..,..,1.62,23933.1242187247,5.1,74.9121951219512,..,9.2,0.1,0.994530022144318,1.07867002487183
2015,YR2015,Rwanda,RWA,..,596.9906779161,53.2,..,4.5,4.081,1845.55827984223,..,65.298,1.01726150512695,47.7,3,1.02611005306244,0.787209987640381
2015,YR2015,Samoa,WSM,..,3598.85267441114,..,..,3.5,4.357,5811.10573385041,..,72.515,..,18.6,..,1.0480899810791,..
2015,YR2015,San Marino,SMR,..,..,..,..,..,..,57542.9840800847,..,..,..,2.2,..,..,1.24854946136475
2015,YR2015,Sao Tome and Principe,STP,..,910.158918662179,..,..,3,4.387,3186.39843860487,..,67.249,..,23.3,0.8,1.01635003089905,1.02755999565125
2015,YR2015,Senegal,SEN,..,1079.8893891051,23.3,..,3.5,4.781,3012.38337402177,..,66.879,..,51,0.4,1.06307411193848,0.603070020675659
2015,YR2015,Serbia,SRB,57.1463560722243,4584.55726174752,..,52.0960296365632,..,1.46,15578.2036287113,4.4,75.2878048780488,..,6.3,0.1,1.00882005691528,1.24883997440338
2015,YR2015,Seychelles,SYC,..,12366.6101701737,..,..,..,2.31,25960.3287742903,..,74.2951219512195,..,14.5,..,1.04928004741669,1.57552003860474
2015,YR2015,Sierra Leone,SLE,..,488.239307698959,..,..,3,4.548,1515.83082916314,..,57.189,..,141,1.6,0.979070007801056,..
2015,YR2015,Singapore,SGP,..,43257.8620227319,..,..,..,1.24,89248.1251799534,..,82.7439024390244,1.00102996826172,2.7,0.3,..,..
2015,YR2015,Sint Maarten (Dutch part),SXM,..,..,..,..,..,1.73,48195.4836716463,..,76.954,..,..,..,..,1.75277996063232
2015,YR2015,Slovak Republic,SVK,..,13194.8270958768,..,..,..,1.4,28805.3873539017,8.5,76.5634146341463,..,6.2,0.1,1.0045200586319,1.34932005405426
2015,YR2015,Slovenia,SVN,..,15900.3275630356,..,..,..,1.57,33799.725526308,9.6,80.7756097560976,..,2.6,0.1,1.00969004631042,1.31642997264862
2015,YR2015,Solomon Islands,SLB,..,1922.83217017705,29.3,..,3,4.356,2534.76966046808,..,69.583,..,22.8,..,..,..
2015,YR2015,Somalia,SOM,..,285.220437649439,..,..,..,6.978,1444.09003241508,..,54.857,..,134.5,0.1,..,..
2015,YR2015,South Africa,ZAF,..,5127.60377571491,..,..,..,2.359,13887.2112158037,..,63.95,1.00548994541168,37.3,18.2,0.955309987068176,1.30209004878998
2015,YR2015,South Sudan,SSD,..,773.182466581608,..,..,2.5,4.937,..,..,55.566,..,98.7,1.9,0.685389995574951,..
2015,YR2015,Sri Lanka,LKA,..,3614.45717820034,..,..,4,2.091,12207.090713928,..,74.927,..,8.8,0.1,..,1.35691797733307
2015,YR2015,St. Kitts and Nevis,KNA,..,..,..,..,..,1.643,28202.9128767503,..,70.763,..,16.9,..,0.992730021476746,1.48127996921539
2015,YR2015,St. Lucia,LCA,..,7542.15054337444,..,..,3.5,1.473,14384.1993936728,5.5,73.138,..,21.9,..,0.977559983730316,1.49110996723175
2015,YR2015,St. Martin (French part),MAF,..,..,..,..,..,2.558,..,..,79.309,..,..,..,..,..
2015,YR2015,St. Vincent and the Grenadines,VCT,..,6076.51009028902,..,..,3.5,2.099,12723.3458437434,..,74.407,..,16.8,..,0.997340023517609,1.41183996200562
2015,YR2015,Sudan,SDN,..,1992.76135253906,..,..,2.5,4.898,4718.9189453125,..,64.659,..,66,0.2,0.934849977493286,1.01068997383118
2015,YR2015,Suriname,SUR,..,7320.18666370238,..,..,..,2.494,18768.5718655697,..,70.8,..,20.5,1.4,1.1340399980545,..
2015,YR2015,Sweden,SWE,..,43373.545425611,..,..,..,1.85,50928.962975552,8.2,82.2048780487805,..,2.9,..,1.09107995033264,1.34992003440857
2015,YR2015,Syrian Arab Republic,SYR,..,737.553711311481,..,..,..,3.049,..,..,65.124,..,41.8,0.1,..,1.11554002761841
2015,YR2015,Tajikistan,TJK,..,1044.26251940846,..,..,4,3.459,2959.97072561653,7.4,69.306,..,37.4,0.2,..,0.647570013999939
2015,YR2015,Tanzania,TZA,..,768.614624023438,..,..,3.5,5.088,2306.66748046875,..,64.651,0.972739994525909,58,5.1,1.04112994670868,0.46382001042366
2015,YR2015,Thailand,THA,..,4364.61802777584,..,..,..,1.469,15919.3698642621,7.5,77.717,1.00294995307922,10.8,1.3,0.953830003738403,..
2015,YR2015,Timor-Leste,TLS,..,1340.49127145236,..,..,3.5,3.903,3237.06680752578,..,67.137,..,61.6,0.1,1.00230395793915,..
2015,YR2015,Togo,TGO,..,489.116956288587,..,..,3,4.594,1910.0000450624,5,59.396,0.873969972133636,75.9,2.4,..,0.433459997177124
2015,YR2015,Tonga,TON,..,3788.03113396019,..,..,3,3.562,5644.63292749439,7.7,70.607,..,12.4,..,1.01038002967834,..
2015,YR2015,Trinidad and Tobago,TTO,..,15206.3034394137,..,..,..,1.682,30460.3741847614,..,74.503,..,19.6,1.3,..,..
2015,YR2015,Tunisia,TUN,..,3265.94035837837,..,..,..,2.251,10750.2373228704,7.8,75.692,..,17.2,0.1,..,1.38382995128632
2015,YR2015,Turkmenistan,TKM,..,..,..,..,..,2.93,12540.2838757783,..,68.782,..,42.4,..,..,..
2015,YR2015,Turks and Caicos Islands,TCA,..,23402.7340721706,..,..,..,1.67,26284.7219931526,..,76.912,..,5.3,..,..,..
2015,YR2015,Tuvalu,TUV,..,..,..,..,3,3.217,3895.99794995226,..,64.06,..,26.1,..,1.06901001930237,..
2015,YR2015,Uganda,UGA,..,658.848311435681,34.7,..,3.5,5.306,2108.86025763536,..,61.086,..,56,6,..,0.785167455673218
2015,YR2015,Ukraine,UKR,44.0053089379025,1935.65661621094,..,51.4221630618031,..,1.506,11216.1181640625,10,71.189512195122,..,9.4,0.9,..,1.14066004753113
2015,YR2015,United Arab Emirates,ARE,..,38036.4173015439,..,..,..,1.486,68076.6358921929,..,79.223,..,7.6,..,..,..
2015,YR2015,Uruguay,URY,45.8853692627626,14048.4355579807,..,35.1882284580679,..,2.023,22731.5206296574,5.6,77.483,1.0058000087738,8.9,0.5,..,..
2015,YR2015,Uzbekistan,UZB,..,2373.99408480998,..,..,4,2.491,6401.11516738978,..,70.475,1,19.2,0.2,0.987200021743774,0.628285765647888
2015,YR2015,Vanuatu,VUT,..,2472.08996143638,..,..,3.5,4.006,2859.39927630523,..,69.513,..,27.3,..,0.987929999828339,..
2015,YR2015,"Venezuela, RB",VEN,..,..,..,..,..,2.34,..,..,73.006,1.0061000585556,19.1,0.5,1.01830005645752,..
2015,YR2015,Viet Nam,VNM,..,2093.61044697484,75.7,..,4.5,1.951,8091.08934858777,..,73.876,..,21.9,0.4,..,0.981331169605255
2015,YR2015,Virgin Islands (U.S.),VIR,..,..,..,..,..,2.11,..,..,79.0170731707317,..,..,..,..,..
2015,YR2015,West Bank and Gaza,PSE,..,..,..,..,..,4.046,6048.97659721444,..,74.406,0.998629987239838,18.4,..,1.05896997451782,1.34563994407654
2015,YR2015,"Yemen, Rep.",YEM,..,1366.41167675759,..,..,1.5,4.322,..,..,65.873,..,60.8,0.1,..,..
2015,YR2015,Zambia,ZMB,3.39923046767475,1050.1291529845,..,0.923653016558798,3,4.793,3365.37925889417,3.1,61.208,..,68.2,12.6,..,..
2015,YR2015,Zimbabwe,ZWE,..,1088.18844788435,66.8,..,4,3.849,2313.87855331727,..,59.591,..,60.5,14.2,..,0.793060004711151
2015,YR2015,Africa Eastern and Southern,AFE,..,1236.4980330072,..,..,3.36111111111111,4.67761773629276,3668.4002785427,..,61.8564581403595,0.949129998683929,69.8691858575132,5.19338027943555,0.939180016517639,0.800570011138916
2015,YR2015,Africa Western and Central,AFW,..,1589.53110836391,..,..,3.075,5.3850593079131,4152.50664636905,..,56.1958723463674,0.817539989948273,109.185388765793,1.67914982920171,0.9166100025177,0.642880022525787
2015,YR2015,Arab World,ARB,..,5267.24871197583,..,..,2.7,3.47103809720741,14162.7487710634,..,70.7582222288211,0.934239983558655,38.7619464817831,0.118479713053624,0.944939970970154,1.0687700510025
2015,YR2015,Caribbean small states,CSS,..,8866.69036355874,..,..,3.4,1.82700194229917,16888.3130646945,..,72.6102636224113,..,19.2026972577729,1.37014065834449,1.03471004962921,1.41923999786377
2015,YR2015,Central Europe and the Baltics,CEB,..,10092.2110527421,..,..,..,1.46229989874723,27454.0550497085,..,76.5718777647788,1.00048995018005,5.80981296773691,..,0.992179989814758,1.27384996414185
2015,YR2015,Early-demographic dividend,EAR,..,2709.36230029888,..,..,3.45,2.58937438756863,8414.39514029131,..,69.8712079158622,0.965250015258789,40.7674818072092,0.79748717663546,1.01923000812531,1.03261005878449
2015,YR2015,East Asia & Pacific,EAS,..,7418.34148999421,..,..,3.3,1.83003181484091,14982.7191734977,..,75.9488167254261,0.999599993228912,17,..,1.00143003463745,1.13436996936798
2015,YR2015,East Asia & Pacific (excluding high income),EAP,..,4937.47562319731,..,..,3.3,1.87416332273557,11620.2650299001,..,75.1230351733187,0.999499976634979,17.8870381583242,..,1.00207996368408,1.15535998344421
2015,YR2015,East Asia & Pacific (IDA & IBRD countries),TEA,..,4992.82899213084,..,..,3.3,1.87404994614925,11750.4649109692,..,75.1521464652061,0.999480009078979,17.8497628951971,..,1.00204002857208,1.16120994091034
2015,YR2015,Euro area,EMU,..,28094.9843612791,..,..,..,1.54817612526707,43625.1317309711,..,81.5187535513769,..,3.88160710252158,0.236749762363027,0.995779991149902,1.14526998996735
2015,YR2015,Europe & Central Asia,ECS,..,18583.0752734815,..,..,4.1,1.77500891498116,32689.8539979291,..,77.2322450351642,0.999339997768402,9.5,..,0.995389997959137,1.13075995445252
2015,YR2015,Europe & Central Asia (excluding high income),ECA,..,6104.99425300728,..,..,4.1,2.01158874437035,20040.1768307599,..,72.5728845776421,0.998650014400482,13.9057137701967,..,0.988839983940125,1.06431996822357
2015,YR2015,Europe & Central Asia (IDA & IBRD countries),TEC,..,6569.91701740085,..,..,4.1,1.93500178579133,20897.3309366715,..,73.1288176348978,0.998870015144348,13.2192487349699,..,0.988870024681091,1.09099996089935
2015,YR2015,European Union,EUU,..,25112.4464791106,..,..,..,1.53730158383717,40748.2782933053,..,80.5684394242096,..,4.28077988303593,0.223329857333047,1.0008100271225,1.1773099899292
2015,YR2015,Fragile and conflict affected situations,FCS,..,1602.79895373577,..,..,2.8448275862069,4.64227693964546,4562.09496831355,..,61.014309073599,0.872160017490387,87.473151768486,1.28549638982575,0.901950001716614,0.914910018444061
2015,YR2015,Heavily indebted poor countries (HIPC),HPC,..,790.903264677691,..,..,3.17105263157895,5.03274710189663,2421.14204867771,..,61.6125477293904,0.897270023822784,78.4878748161431,2.17904258803486,0.912109971046448,0.668569982051849
2015,YR2015,High income,HIC,..,33199.1111423345,..,..,3.5,1.67028988123449,46891.4273727565,..,80.4840323835436,..,5.5,..,1.00080001354218,1.19105005264282
2015,YR2015,IBRD only,IBD,..,4359.55517092395,..,..,4.25,2.10054203834412,11637.3089477792,..,73.1496969083597,0.982360005378723,26.6692319322774,..,1.02165997028351,1.1224000453949
2015,YR2015,IDA & IBRD total,IBT,..,3557.10484500143,..,..,3.30921052631579,2.60863518608975,9606.52329031322,..,70.5234705052996,0.96095997095108,46.9231041914571,1.00565762471226,0.993640005588531,1.07746005058289
2015,YR2015,IDA blend,IDB,..,1674.51826040335,..,..,3.32142857142857,4.39729976503441,4829.7230635251,..,60.3602067828121,0.875909984111786,91.5476358293467,1.59858794919728,0.915780007839203,0.778550028800964
2015,YR2015,IDA only,IDX,..,935.162559388461,..,..,3.24137931034483,4.12111359455935,3009.94314460651,..,63.9578892057894,0.924319982528687,70.8092772849323,1.50931815404426,0.943359971046448,0.74906998872757
2015,YR2015,IDA total,IDA,..,1182.26175273191,..,..,3.25694444444444,4.21176287478714,3611.42042373844,..,62.7548967648921,0.907899975776672,77.9272966416414,1.53955616858972,0.935079991817474,0.758889973163605
2015,YR2015,Late-demographic dividend,LTE,..,6266.18094581883,..,..,4,1.74001113375591,14843.9641496692,..,76.0129684285383,1.00036001205444,12.2181027251861,..,1.0077999830246,1.18412005901337
2015,YR2015,Latin America & Caribbean,LCN,..,6867.80922281565,..,..,3.5,2.07037315494023,16111.0321029032,..,74.6119695820583,1.0042599439621,18.4,0.464721943109923,1.01611995697021,1.22537004947662
2015,YR2015,Latin America & Caribbean (excluding high income),LAC,..,6556.88975282871,..,..,3.5,2.06832394559329,15550.7985408201,..,74.4722652708847,1.00432002544403,18.6090531723079,0.457050349228583,1.01647996902466,1.20783996582031
2015,YR2015,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,6795.96703371238,..,..,3.5,2.08113980882313,16033.5840250792,..,74.5211645368618,1.00435996055603,18.5161143035962,0.464878818665,1.01640999317169,1.22370994091034
2015,YR2015,Least developed countries: UN classification,LDC,..,856.43270273139,..,..,3.11627906976744,4.2706079819354,2825.79191452569,..,63.4904325810368,0.916010022163391,73.643538452397,1.5837908255186,0.938210010528564,0.688790023326874
2015,YR2015,Low & middle income,LMY,..,3436.87459245806,..,..,3.30666666666667,2.62057332997794,9299.64183481771,..,70.4391656369297,0.960470020771027,47.2171968887497,1.01446572378231,0.993560016155243,1.06582999229431
2015,YR2015,Low income,LIC,..,627.872208663432,..,..,2.93478260869565,5.02239352089669,1866.64882576029,..,61.6995184139706,0.871370017528534,80.8,1.48548177674728,0.89122998714447,0.631420016288757
2015,YR2015,Lower middle income,LMC,..,1719.74980542219,..,..,3.47619047619048,2.8600779737357,5967.38949006946,..,67.9931657405397,0.948670029640198,52.8,0.73420225162186,1.01259005069733,0.967769980430603
2015,YR2015,Middle East & North Africa,MEA,..,6001.66746302859,..,..,2.25,2.9517489321903,15918.0068178387,..,72.8895160840123,0.949689984321594,25.2,0.1032519697649,0.961989998817444,1.02874994277954
2015,YR2015,Middle East & North Africa (excluding high income),MNA,..,3199.99072131083,..,..,2.25,3.01824955788954,10134.6467730314,..,71.9861891242774,0.944289982318878,27.1331962312607,0.103355907395972,0.954840004444122,0.983280003070831
2015,YR2015,Middle East & North Africa (IDA & IBRD countries),TMN,..,3201.68682112908,..,..,2.25,3.00708918580511,10182.3734473275,..,71.9585514664059,0.943400025367737,27.2712045175177,0.103355907395972,0.953220009803772,0.9757000207901
2015,YR2015,Middle income,MIC,..,3730.53132239169,..,..,3.47115384615385,2.39432759356094,10083.4569964854,..,71.3512061050415,0.970489978790283,40.5914444167246,0.958181448770916,1.00934994220734,1.08458995819092
2015,YR2015,North America,NAC,..,47711.5617683669,..,..,..,1.81917933202715,57331.3342037343,..,79.0036457097,..,6.7,0.4,1.00531005859375,1.26405000686646
2015,YR2015,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,OECD members,OED,..,29775.8887088116,..,..,..,1.74611197788158,42111.518184512,..,79.7941399331087,..,7.74470291948933,..,1.00327003002167,1.14459002017975
2015,YR2015,Other small states,OSS,..,9484.11820413096,..,..,3.4,3.11535185164615,22185.6967653634,..,67.2888368780988,0.991509974002838,53.8334007032973,7.11458767575698,0.998570024967194,1.30067002773285
2015,YR2015,Pacific island small states,PSS,..,3347.74156407294,..,..,3,3.4609934389969,6721.06421161796,..,68.562208761319,..,25.4866233587996,..,1.01247000694275,1.24310994148254
2015,YR2015,Post-demographic dividend,PST,..,34030.9314546696,..,..,..,1.63351850243066,45955.1047557941,..,80.3820254160595,..,5.15399606327729,0.346918263200945,1.00040996074677,1.17923998832703
2015,YR2015,Pre-demographic dividend,PRE,..,1281.91711986499,..,..,3.04545454545455,5.283577660475,3558.10532343882,..,59.1193712621413,0.866069972515106,90.1859206830113,2.41903838419558,0.903609991073608,0.637489974498749
2015,YR2015,Small states,SST,..,8985.43559238833,..,..,3.26086956521739,2.87671457622605,20253.9692065042,..,68.3472917960308,1.00130999088287,47.39143305889,5.82185356339681,1.00562000274658,1.32480001449585
2015,YR2015,South Asia,SAS,..,1354.65704865167,..,..,3.35714285714286,2.49836592473185,5199.61517722747,..,69.1437835147163,0.940509974956512,49.2,0.252590450718917,1.03336000442505,0.94650000333786
2015,YR2015,South Asia (IDA & IBRD),TSA,..,1354.65704865167,..,..,3.35714285714286,2.49836592473185,5199.61517722747,..,69.1437835147163,0.940509974956512,49.258457095559,0.252590450718917,1.03336000442505,0.94650000333786
2015,YR2015,Sub-Saharan Africa,SSF,..,1379.54064795148,..,..,3.21052631578947,4.95691706410544,3862.82278222765,..,59.5629817000586,0.901709973812103,86.7,3.75641538512733,0.930710017681122,0.729870021343231
2015,YR2015,Sub-Saharan Africa (excluding high income),SSA,..,1378.52290048457,..,..,3.21052631578947,4.95717610073901,3860.78052609484,..,59.5616171804581,0.901700019836426,86.6397673675421,3.75641538512733,0.9307000041008,0.729770004749298
2015,YR2015,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,1379.54064795148,..,..,3.21052631578947,4.95691706410544,3862.82278222765,..,59.5629817000586,0.901709973812103,86.6365070520617,3.75641538512733,0.930710017681122,0.729870021343231
2015,YR2015,Upper middle income,UMC,..,5911.30720843021,..,..,3.45,1.89757054478469,14541.0523596278,..,74.994212974247,0.998669981956482,14.2,..,1.00541996955872,1.16166996955872
2015,YR2015,World,WLD,..,8324.26737647178,..,..,3.30921052631579,2.47790957201916,15461.1147017567,..,72.0943407098952,0.96577000617981,43.2,0.7,0.995039999485016,1.10260999202728
2016,YR2016,Argentina,ARG,42.842310949952,11413.7785712911,..,34.6782291981871,..,2.241,23189.5274451329,4.9,76.308,..,11,0.4,1.02081000804901,1.40629005432129
2016,YR2016,Australia,AUS,..,..,66.9,..,..,1.752,48107.0674601139,7.4,82.4487804878049,..,3.8,0.1,0.925170004367828,1.2977499961853
2016,YR2016,Brazil,BRA,42.8991816118131,6266.73003170079,..,29.6319126382376,..,1.709,14402.4940082453,3.3,74.442,1.00759994983673,16.7,0.5,1.00854003429413,1.26273000240326
2016,YR2016,China,CHN,..,6427.01893656414,..,..,..,1.772,13399.1373202879,6.5,77.218,..,9.9,..,1.01013994216919,1.18367004394531
2016,YR2016,France,FRA,..,31213.7686990201,..,..,..,1.92,43705.1475593257,8,82.5731707317073,..,4.2,0.3,1.00250005722046,1.19184005260468
2016,YR2016,Germany,DEU,..,35486.1534219627,..,..,..,1.6,51879.6725937905,7.9,80.990243902439,..,3.9,0.1,0.963729977607727,1.02540004253387
2016,YR2016,India,IND,..,1476.90177350732,53.5,..,..,2.273,5789.67806551014,8.4,70.117,..,41,0.2,1.03045177459717,0.995716392993927
2016,YR2016,Indonesia,IDN,..,2717.64953928021,59.4,8.57463128383704,..,2.309,10519.2950589966,6.8,69.798,0.999700009822845,26.6,0.4,0.995899975299835,1.12885999679565
2016,YR2016,Italy,ITA,..,25534.1159805439,..,..,..,1.34,40837.7376281437,6.1,83.2439024390244,..,3.4,0.3,1.00269997119904,1.26112997531891
2016,YR2016,Japan,JPN,..,28412.5494898991,..,..,..,1.44,40727.9692646692,..,83.9848780487805,..,2.7,..,1.00527000427246,0.952430009841919
2016,YR2016,"Korea, Rep.",KOR,..,24324.5601989867,..,..,..,1.172,39814.6576047656,7.5,82.2756097560976,..,3.4,..,0.99481999874115,0.790759980678558
2016,YR2016,Mexico,MEX,35.3385910024931,7763.16144184325,..,13.896704803736,..,2.086,20423.5593353977,5,74.412,1.0025999546051,15.7,0.4,1.03638005256653,1.01208996772766
2016,YR2016,Netherlands,NLD,..,37117.1278005532,..,..,..,1.66,53847.8265545448,8.8,81.5609756097561,..,4,0.2,1.00922000408173,1.10703003406525
2016,YR2016,Russian Federation,RUS,26.26097188784,7119.4296875,..,56.3411995255727,..,1.762,25490.708984375,7,71.6512195121951,..,7.5,..,0.991859972476959,1.15582001209259
2016,YR2016,Saudi Arabia,SAU,..,15617.7383139014,24.6,..,..,2.59,48691.2685573417,..,77.064,..,8.6,..,0.956160008907318,1.00266003608704
2016,YR2016,Spain,ESP,..,22486.7809973058,..,..,..,1.34,38497.48491577,5.7,83.3292682926829,0.999679982662201,3.3,0.3,1.0102299451828,1.16592001914978
2016,YR2016,Switzerland,CHE,..,64688.5475299375,..,..,..,1.54,67907.3938773543,7.6,83.6024390243903,..,4.2,0.2,0.97613000869751,1.02540004253387
2016,YR2016,Turkiye,TUR,44.7442915409168,..,..,36.0602768561565,..,2.177,26568.0196460284,..,76.66,0.995109975337982,12.2,..,0.981840014457703,0.889379978179932
2016,YR2016,United Kingdom,GBR,..,37836.9784678214,..,..,..,1.79,45162.9958506662,7.4,81.1560975609756,..,4.4,..,..,1.26730000972748
2016,YR2016,United States,USA,..,49239.327231643,75.9,..,..,1.8205,58965.9874885429,5.2,78.5390243902439,..,6.7,0.4,0.996259987354279,1.25643002986908
2016,YR2016,Afghanistan,AFG,..,..,22.5,..,1.5,5.262,2101.42218654808,..,63.136,..,67.2,0.1,0.645669996738434,..
2016,YR2016,Albania,ALB,258.7001527276,3398.65243880944,..,4.22427486451311,..,1.551,12291.8175748981,7.3,78.86,..,9.4,0.1,0.993550002574921,1.27751004695892
2016,YR2016,Algeria,DZA,..,3467.7734407389,..,..,..,3.051,11888.322966871,..,75.732,..,24.9,0.1,..,1.41565001010895
2016,YR2016,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Andorra,AND,..,..,..,..,..,..,..,..,..,..,3.4,..,..,1.288370013237
2016,YR2016,Angola,AGO,..,2151.12840070821,13.7,..,..,5.686,7487.92509764052,..,61.092,..,84.4,1.8,..,0.83432000875473
2016,YR2016,Antigua and Barbuda,ATG,..,..,..,..,..,1.458,21280.6436868977,..,78.152,..,7.4,..,..,..
2016,YR2016,Armenia,ARM,33.5681499867211,3254.83956513961,57.1,51.891755326253,..,1.626,11580.3836431751,7.9,74.664,1.00057995319366,13.7,..,..,1.20030999183655
2016,YR2016,Aruba,ABW,..,..,..,..,..,1.953,36504.6887306899,..,75.617,..,..,..,..,1.48740994930267
2016,YR2016,Austria,AUT,..,36759.3537518863,..,..,..,1.53,53345.7415259818,7.7,81.6414634146342,..,3.6,..,0.971989989280701,1.17218995094299
2016,YR2016,Azerbaijan,AZE,..,..,..,..,..,1.9,14232.1926180142,..,72.004,0.999539971351624,24.5,0.2,..,1.15074002742767
2016,YR2016,"Bahamas, The",BHS,..,26257.2630469341,..,..,..,1.496,33484.5333364444,..,73.537,..,13.8,1.5,..,..
2016,YR2016,Bahrain,BHR,..,17527.5506317271,..,..,..,2.073,48486.3027470537,..,79.557,..,7.3,0.1,1.01494002342224,1.48371994495392
2016,YR2016,Bangladesh,BGD,23.4407131974841,1272.97081385128,62.8,0.985541664181298,3.5,2.097,4589.09352178014,8.6,71.09,1.02812004089355,36,0.1,..,0.688871502876282
2016,YR2016,Barbados,BRB,..,..,..,..,..,1.613,16190.2363008037,..,76.815,..,13.8,1,1.0222100019455,..
2016,YR2016,Belarus,BLR,63.0705640391314,4547.30157230352,..,49.9879494759897,..,1.733,17883.19031839,9.9,73.8268292682927,..,3.9,0.4,0.991010010242462,1.21498000621796
2016,YR2016,Belgium,BEL,..,34180.9378475347,..,..,..,1.68,49829.9273887741,8.6,81.4390243902439,..,4.1,..,1.069659948349,1.24030005931854
2016,YR2016,Belize,BLZ,..,4849.88331099799,51.4,..,..,2.394,9141.2454122414,..,73.399,..,14.5,1.2,0.977970004081726,1.39152002334595
2016,YR2016,Benin,BEN,..,947.464120150493,..,..,3.5,5.303,2859.39151002765,..,59.539,..,95.6,1,0.877080023288727,0.424789994955063
2016,YR2016,Bermuda,BMU,..,..,..,..,..,1.4,78149.352535184,..,80.608,..,..,..,..,..
2016,YR2016,Bhutan,BTN,..,2318.70561287958,..,..,4,1.835,11196.7703394116,..,70.602,..,31.9,0.2,1.0480899810791,..
2016,YR2016,Bolivia,BOL,36.231794745325,2610.03820659745,66.5,7.0471135591616,..,2.829,8034.17272467539,3.7,67.628,0.998399972915649,30.2,0.3,0.982200026512146,..
2016,YR2016,Bosnia and Herzegovina,BIH,..,4126.67155405606,..,..,..,1.324,13000.6063406587,..,76.808,..,6.2,..,..,1.26592004299164
2016,YR2016,Botswana,BWA,..,4706.66084388679,..,..,..,2.93,14373.3387418667,..,65.464,..,43.5,21.3,..,1.30353999137878
2016,YR2016,British Virgin Islands,VGB,..,..,..,..,..,0.987,..,..,75.724,..,12.3,..,1.00268995761871,1.34170997142792
2016,YR2016,Brunei Darussalam,BRN,..,24004.0850871129,..,..,..,1.915,59980.9887454086,..,74.733,..,10.8,..,1.01419997215271,1.36201608181
2016,YR2016,Bulgaria,BGR,..,6168.82689802951,..,..,..,1.54,20732.4375979624,5.4,74.8121951219512,..,7.7,0.1,0.976230025291443,1.19848001003265
2016,YR2016,Burkina Faso,BFA,..,573.862409133962,25.4,..,3.5,5.324,1916.7563817824,..,59.326,..,97.7,0.8,0.971310019493103,0.504980027675629
2016,YR2016,Burundi,BDI,..,185.897053129155,..,..,4,5.587,764.336602194152,..,60.793,..,64.6,1.2,1.01382005214691,0.493759989738464
2016,YR2016,Cabo Verde,CPV,..,2559.12707195727,..,..,4,2.123,6900.56100921959,..,75.742,..,18.3,0.6,1.01013994216919,1.32632994651794
2016,YR2016,Cambodia,KHM,..,1072.99255773729,..,..,4,2.512,3761.91133765966,..,70.224,..,30.3,0.7,..,..
2016,YR2016,Cameroon,CMR,..,1162.18174695214,..,..,3,4.818,3667.32267475561,..,60.233,..,84.3,3.6,0.885640025138855,0.874870002269745
2016,YR2016,Canada,CAN,..,35188.0674807312,..,..,..,1.59,47460.3698331407,7.3,81.9248780487805,..,5.3,..,1.00818002223969,1.27482998371124
2016,YR2016,Cayman Islands,CYM,..,..,..,..,..,..,68824.426036871,..,..,..,..,..,..,..
2016,YR2016,Central African Republic,CAF,..,330.004746467392,..,..,2.5,6.04,818.395995276405,..,53.46,..,112.7,3.6,0.760950028896332,..
2016,YR2016,Chad,TCD,..,531.090418115772,..,..,2.5,6.623,1683.47808848358,..,52.083,0.550149977207184,125.8,1.3,0.699079990386963,..
2016,YR2016,Channel Islands,CHI,..,..,..,..,..,1.507,..,..,81.366,..,..,..,..,..
2016,YR2016,Chile,CHL,..,11117.2900512969,76.3,..,..,1.676,24599.3746943432,..,80.079,..,7.8,0.5,0.988529980182648,1.11484003067017
